Time,Time Code,Country Name,Country Code,Agricultural land (% of land area) [AG.LND.AGRI.ZS],Electricity net consumption [CC.ELEC.CON],Electricity net generation [CC.ELEC.GEN],Emission Totals - Direct emissions (N2O) - AFOLU [CC.DEN.AFO],Emission Totals - Emissions (CH4) - AFOLU [CC.ECH.AFO],Coal rents (% of GDP) [NY.GDP.COAL.RT.ZS],GDP per capita (current US$) [NY.GDP.PCAP.CD],Oil rents (% of GDP) [NY.GDP.PETR.RT.ZS],Mineral rents (% of GDP) [NY.GDP.MINR.RT.ZS],Passenger volume by mode (billion tons-km) - Air transport [CC.PSVOL.MOD.AI],Passenger volume by mode (billion tons-km) - Rail transport [CC.PSVOL.MOD.RA],Passenger volume by mode (billion tons-km) - Road transport [CC.PSVOL.MOD.RO],Per capita daily coal consumption (short tons per capita per day) [CC.EG.CONS.COAL.PC],Per capita daily gas consumption (thousand cubic feet per capita per day) [CC.EG.CONS.GAS.PC],Per capita daily oil consumption (barrels per capita per day) [CC.EG.CONS.OIL.PC],Share of surface occupied by forest (% of total) [AG.LND.FRST.ZS]
2018,YR2018,Italy,ITA,41.948748469826,302.197855,276.28681,22.8154,840.5484,0,34622.1696664741,0.0698119417148875,0,47960740098,55493000000,826284000000,0,0.116410275742808,0.0210558272052982,31.9848977742309
2018,YR2018,Jamaica,JAM,40.9972299168975,3.0237,4.1677,0.5341,11.6201,0,5359.99378939638,0,1.27278361653551,566941690.909,676560.28165,37187446049.6656,0,0.00322336633699413,0.0172664664327422,54.3970452446907
2018,YR2018,Japan,JPN,12.1262002743484,898.24162,943.25162,15.0853,580.4249,0.000554851129947325,39727.1165995928,0.00106198340904378,0.00182429053001892,197830304000,423147947871.411,887224745447.962,3.1694569239327E-05,0.082352797958882,0.0299229449035834,68.4087791495199
2018,YR2018,Jordan,JOR,11.5093489524668,17.31661,19.28161,1.5254,24.1147,0,4308.1510738997,0.000993258609415039,0.755374218893444,8516769700,409844252.81621,33635176569.515,0,0.0516989609703715,0.011103134273245,1.09822031989187
2018,YR2018,Kazakhstan,KAZ,80.0222617327851,91.66827,101.71827,18.3732,638.849,0.929382979816072,9812.62637077396,15.6114651371934,3.37736931800382,16329188709.2,618316400.34466,63959837567.2933,0.0187871264582156,0.0820581772549847,0.0180560209388562,1.25799207319332
2018,YR2018,Kenya,KEN,48.5469304564782,9.266554,11.576554,41.1795,1112.5173,0,1794.0911754468,0.00504107702605338,0.00445832873750075,11658409802.4939,46932679.01289,52485074340.4157,0,0,0.00232745472797933,6.34481849808483
2018,YR2018,Kiribati,KIR,41.9753086419753,0.025237,0.029837,0.0057,0.229,0,1693.95015468902,0,0,10651597.6,11871171.6,323441161.6,0,0,0.00385436708676099,1.45679012345679
2018,YR2018,"Korea, Dem. People's Rep.",PRK,21.5347562494809,12.77014,15.14714,2.7089,144.9171,..,..,..,..,64862835.978,8428469742.84906,45168338062.0049,..,..,..,50.432273067021
2018,YR2018,"Korea, Rep.",KOR,16.9401148482363,534.616672,552.79976,9.7915,369.3827,0.0011648009561575,33436.9230646064,0.000484772406982172,0.000308929572452075,178239190042,138305470212.673,414046322131.984,6.67129598026035E-05,0.103435918179222,0.0497329613617691,64.6739130434783
2018,YR2018,Kosovo,XKX,..,..,..,..,..,0.312423206209444,4384.0488917319,0,0.259796395913366,..,..,..,..,..,..,..
